seqnames,start,end,width,strand,readthrough,tss_anti.ind,tss_anti.gene_id,tss_anti.gene_name,gene_body_anti.ind,gene_body_anti.gene_id,gene_body_anti.gene_name,tss.ind,tss.gene_id,tss.gene_name,antisense.ind,antisense.gene_id,antisense.gene_name,anti_unique_id,nearest.tss.dist,antisense.type,noncode_id,lincpedia_id,Fantom_distance,Fantom_ID,Fantom_set,Fantom_biotype,Fantom_type,Fantom_trait,max.cor,cluster,Rutkowski_FoursU_mock_GSM1444171_GSM1444185 ,Rutkowski_FoursU_1hpi_GSM1444172_GSM1444186 ,Rutkowski_FoursU_2hpi_GSM1444173_GSM1444187 ,Rutkowski_FoursU_3hpi_GSM1444174_GSM1444188 ,Rutkowski_FoursU_4hpi_GSM1444175_GSM1444189 ,Rutkowski_FoursU_5hpi_GSM1444176_GSM1444190 ,Rutkowski_FoursU_6hpi_GSM1444177_GSM1444191 ,Rutkowski_FoursU_7hpi_GSM1444178_GSM1444192 ,Rutkowski_FoursU_8hpi_GSM1444179_GSM1444193 ,Rutkowski_RNAseq_mock_GSM1444166_GSM1444180 ,Rutkowski_RNAseq_2hpi_GSM1444167_GSM1444181 ,Rutkowski_RNAseq_4hpi_GSM1444168_GSM1444182 ,Rutkowski_RNAseq_6hpi_GSM1444169_GSM1444183 ,Rutkowski_RNAseq_8hpi_GSM1444170_GSM1444184 ,Breuer_VZV_mock_ERS317032_ERS317034,Breuer_VZV_120hpi_ERS317041_ERS317029,Tirosh_CMV_mock_GSM1712278,Tirosh_CMV_5hpi_GSM1712281,Tirosh_CMV_12hpi_GSM1712282,Tirosh_CMV_24hpi_GSM1712283,Tirosh_CMV_72hpi_GSM1712284,Schlackow_tss.Total.mNET_mock_GSM2357382,Schlackow_tss.TotalsiEX3.mNET_mock_GSM2241322_GSM2357383,Schlackow_tss.TotalsiLuc.mNET_mock_GSM2241321_GSM2357384,WI38-polyA-stranded_0h,WI38-polyA-stranded_4h,WI38-polyA-stranded_9h,WI38-polyA-stranded_15h,RZ-HeLa_EYFP,RZ-HeLa_EYFP-ICP4,polyA-HeLa_wtHeLa-0h,polyA-HeLa_wtHeLa-2h,polyA-HeLa_wtHeLa-4h,polyA-HeLa_wtHeLa-6h,polyA-HeLa_mut56D2-0h,polyA-HeLa_mut56D2-2h,polyA-HeLa_mut56D2-4h,polyA-HeLa_mut56D2-6h,polyA-HeLa_mut59F8-0h,polyA-HeLa_mut59F8-2h,polyA-HeLa_mut59F8-4h,polyA-HeLa_mut59F8-6h
chr11,68221599,68228868,7270,-,FALSE,TRUE,ENSG00000110075,PPP6R3,TRUE,ENSG00000110075,PPP6R3,FALSE,None,None,FALSE,None,None,Anti007683,586,Convergent,None,None,859,CATG00000005974.1,lv3_robust,nonCoding,lncRNA_divergent,GWAS_DOID_0080011_bone_resorption_disease[2.00E-10],-0.69047619,10,5.485,5.835,5.68,6.085,6.39,6.45,5.945,6.77,6.95,5.685,6.725,7.28,6.975,8.115,3.895,5.01,7.65,8.22,8.49,9.41,9.01,10.44,10.305,9.79,0,0.955,1.91,0.675,7.7,7.69,2.48,2.345,1.895,1.02,1.485,1.31,2.065,1.535,1.595,1.9,0.625,1.215
chr11,69447346,69459118,11773,-,FALSE,TRUE,ENSG00000110092,CCND1,TRUE,ENSG00000110092,CCND1,FALSE,None,None,FALSE,None,None,Anti007688,637,Convergent,None,None,3375,CATG00000006018.1,lv3_robust,nonCoding,lncRNA_divergent,GWAS_DOID_9538_multiple_myeloma[8.00E-11],0.761904762,1,4.755,4.86,5.345,5.225,5.11,5.04,4.185,4.165,4.04,5.785,6.095,5.9,5.005,4.3,7.62,7.94,3.83,3.25,2.36,3.79,3.24,11.64,12.465,12.16,10.23,10.18,9.015,7.39,3.87,3.37,1.97,2.61,3.49,2.62,1.81,2.04,2.76,3.295,3.1,2.615,2.98,3.79
chr11,70223332,70244394,21063,-,FALSE,TRUE,ENSG00000085733,CTTN,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000246889,AP000487.5,Anti007689,-115,Divergent,NONHSAT022657.2,lnc-SHANK2-1,80,ENSG00000246889.2,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.976190476,7,5.54,5.725,5.535,4.87,3.795,3.07,2.565,1.925,2,4.17,5.595,3.885,2.275,2.26,6.01,5.855,6.65,3.99,4.5,5.29,4.26,9.23,10.22,10.36,5.965,6.165,5.155,4.28,5.44,5.09,6.115,6.16,5.72,5.775,6.18,5.93,5.935,5.22,6.635,6.105,6.38,5.93
chr11,70273155,70275305,2151,-,FALSE,TRUE,ENSG00000085733,CTTN,TRUE,ENSG00000085733,CTTN,FALSE,None,None,FALSE,None,None,Anti007690,76,Convergent,None,None,19307,CATG00000006035.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.904761905,8,5.795,5.285,4.805,4.715,4.735,4.37,1.195,3.445,2.725,6.285,6.015,5.21,3.76,2.825,9.32,9.44,0,2.77,0,0,0,8.4,9.15,9.08,10.04,9.745,8.03,6.72,5.83,5.7,3.575,3.185,4.845,1.765,4.945,5.615,4.53,3.3,6.445,5.125,4.715,4.67
chr11,71418974,71466883,47910,-,FALSE,FALSE,None,None,TRUE,ENSG00000255319,ENPP7P8,FALSE,None,None,FALSE,None,None,Anti007691,-31672,Internal,None,None,11381,CATG00000006053.1,lv2_permissive,nonCoding,NA,NA,0.164887544,10,3.1,2.935,2.56,2.66,2.96,3.31,3.295,4.415,5.515,1.05,1.645,2.07,1.79,2.415,1.23,0.54,4.73,3.55,2.28,2.63,1.45,0,0,0,0.345,0.255,0.15,0.28,0.27,0.27,0,0,0,0,0.125,0.13,0,0.415,0,0,0,0
chr11,73010343,73020171,9829,-,FALSE,TRUE,ENSG00000110237,ARHGEF17,TRUE,ENSG00000110237,ARHGEF17,FALSE,None,None,TRUE,ENSG00000257038,RP11-800A3.7,Anti007696,836,Convergent,NONHSAT022820.2,lnc-FAM168A-2,124,ENSG00000257038.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_HP_0001877_Abnormality_of_erythrocytes[2.06E-09],0.95810101,4,6.04,6.11,5.625,5.84,5.22,5.115,4.735,4.69,4.675,4.77,5.84,5.73,5.085,3.695,2.315,3.78,7.7,5.81,4.07,5.18,4.29,12.42,13.51,13.1,5.19,4.83,2.85,0.55,1.61,2.01,2.055,2.795,2.165,1.42,1.225,1.54,2.13,1.375,2.45,1.805,1.295,1.065
chr11,75117702,75120747,3046,-,FALSE,FALSE,None,None,TRUE,ENSG00000149273,RPS3,FALSE,None,None,FALSE,None,None,Anti007706,5281,Convergent,None,None,16816,ENSG00000149243.11,lv3_robust,coding,coding_mRNA,__na,-0.683130051,1,1.45,0,0,2.435,0,1.39,1.005,1.61,2.965,0,1.155,2.675,1.11,1.09,5.895,4.62,0,0,0,0,0,0,0,0,4.44,4.365,5.05,4.135,0,2.09,2.05,0,0,0,2.395,1.675,1.02,1.09,1.09,1.045,2.09,1.09
chr11,75243232,75276370,33139,-,FALSE,FALSE,None,None,TRUE,ENSG00000149257,SERPINH1,FALSE,None,None,FALSE,None,None,Anti007707,1902,Convergent,None,None,1640,CATG00000006182.1,lv3_robust,coding,coding_mRNA,__na,-0.619047619,6,2.515,2.64,2.81,4.475,5.23,5.48,4.905,5.205,5.2,1.94,3.325,4.285,3.985,3.615,4.215,3.585,2.13,2.47,1.97,1.65,0.32,12.01,13.045,12.59,3.06,3.23,1.875,1.5,0.38,1.14,0,0.335,1.025,1.02,0.17,0.325,1,1.065,0.535,0,0.34,0.72
chr11,75290292,75294911,4620,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007708,11951,None,None,None,60,CATG00000006183.1,lv3_robust,nonCoding,lncRNA_intergenic,__na,NA,2,3.125,3.005,3.375,5.405,4.74,4.165,2.56,3.23,2.105,2.19,4.38,4.36,3.355,1.5,0,0,1.77,0,0,2.75,2.2,5.27,0,0,0.815,2.745,2.59,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr11,76155701,76156674,974,-,FALSE,TRUE,ENSG00000158636,C11orf30,TRUE,ENSG00000158636,C11orf30,TRUE,ENSG00000255135,RP11-111M22.3,FALSE,None,None,Anti007712,582,Convergent,None,None,67,ENSG00000255135.3,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_0060056_hypersensitivity_reaction_disease[3.84E-09],-0.30952381,10,4.26,1.775,1.725,4.645,4.845,4.595,5.275,4.53,5.325,2.315,1.84,3.095,5.61,4.82,4.065,5.575,6.7,6.03,5.93,7.95,6.91,10.78,11.23,11.55,0,3.975,2.285,1.825,0,0,1.725,0,1.74,0,1.69,2.45,0,1.795,3.035,0,0,0
chr11,86507705,86511412,3708,-,FALSE,TRUE,ENSG00000150687,PRSS23,TRUE,ENSG00000150687,PRSS23,FALSE,None,None,FALSE,None,None,Anti007726,129,Convergent,None,None,26,CATG00000006514.1,lv2_permissive,nonCoding,NA,NA,0.476190476,2,3.11,2.945,4.885,5.015,4.73,3.825,2.435,2.75,3.375,3.105,4.915,5.165,4.215,3.275,0,0,0,2.13,1.86,0,1.7,10.14,10.45,10.52,0,0,1.005,1.005,3.19,4.65,0,0.94,0.94,2.425,0,0,1.835,3.09,0.98,0,2.525,1.82
chr11,87051095,87055282,4188,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007727,25172,None,None,None,84950,ENSG00000213287.3,lv2_permissive,coding,NA,NA,NA,10,0.875,2.155,1.245,0,1.245,1.68,2.625,2.415,3.125,0,0,0.96,1.855,2.86,0,0,5.53,4,3.65,1.64,2.31,0,0,0,2.745,1.27,1.875,2.275,3.7,2.53,4.025,3.92,3.345,3.82,3.09,3.46,2.97,2.82,2.425,3.81,3.02,2.865
chr11,92829765,92869789,40025,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007730,-15451,None,None,None,18167,CATG00000006603.1,lv4_stringent,nonCoding,coding_mRNA,__na,NA,9,2.32,2.535,2.62,2.83,4.075,5.35,5.64,6.31,6.69,2.04,2.9,3.51,5.475,5.33,0.48,0.15,3.27,3.89,3.63,2.5,1.41,0,0,0,0,0.88,0.495,0.18,1.46,1,0.55,0,0.32,0,0.92,0.3,0.28,0.485,0.49,0,0.32,0.17
chr11,93810448,93862659,52212,-,FALSE,TRUE,ENSG00000110218,PANX1,TRUE,ENSG00000110218,PANX1,FALSE,None,None,FALSE,None,None,Anti007733,563,Convergent,None,None,9,CATG00000006636.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.833333333,4,4.88,5.315,4.87,4.475,3.79,3.24,2.87,3.09,3.555,3.73,5.1,3.875,3.35,3.345,6.49,6.36,5.66,5.1,4.01,4.46,2.78,12.18,13.04,12.67,2.855,3.325,2.135,1.39,1.55,1.72,1.635,1.92,2.39,1.21,0.83,2.225,1.97,1.415,0.91,2.32,2.27,1.43
chr11,101977223,101982786,5564,-,FALSE,TRUE,ENSG00000137693,YAP1,TRUE,ENSG00000137693,YAP1,FALSE,None,None,FALSE,None,None,Anti007742,-458,Divergent,None,None,1773,CATG00000006744.1,lv3_robust,nonCoding,lncRNA_divergent,__na,0.80952381,4,5.19,4.39,4.84,4.85,4.25,4.26,2.515,2.675,4.07,4.515,4.755,5.115,3.98,2.52,7.23,6.97,5.29,3.86,3.28,4.08,5.26,12.29,12.66,12.56,5.935,6.175,4.55,3.92,2.2,3.55,0,1.095,2.98,1.975,1.745,1.775,1.795,2.35,2.88,1.835,1.34,2.76
chr11,102213713,102217998,4286,-,FALSE,TRUE,ENSG00000110330,BIRC2,TRUE,ENSG00000110330,BIRC2,FALSE,None,None,FALSE,None,None,Anti007743,-1,Divergent,None,None,149,CATG00000006748.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.642857143,8,5.05,4.59,4.695,3.37,2.315,2.73,2.025,2.9,3.645,4.32,4.52,3.93,3.575,4.14,2.65,4.66,5.99,4.22,5.46,5.72,6.02,12.27,13.46,12.75,4.675,4.79,2.635,2.505,4.61,3,4.365,3.725,3.065,2.91,3.535,3.97,2.315,3.185,3.675,3.795,2.74,2.195
chr11,111403603,111412475,8873,-,FALSE,TRUE,ENSG00000204381,LAYN,TRUE,ENSG00000204381,LAYN,FALSE,None,None,FALSE,None,None,Anti007751,197,Convergent,None,None,293,ENSG00000110777.7,lv3_robust,coding,coding_mRNA,PICS_PICS_0014_Primary_biliary_cirrhosis[0],0.976190476,7,7.425,7.21,6.645,5.885,5.07,4.635,2.995,3.055,2.64,7.78,7.71,6.94,5.725,3.785,3.415,4.255,7.87,5.81,4.98,5.52,4.91,6.25,0,0,5.825,4.875,2.425,1.13,0,0,0.53,0,0,0,0.505,0.52,0,0,0,0,0,0
chr11,114114618,114260051,145434,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000256195:ENSG00000256947,RP11-64D24.4:RP11-64D24.2,Anti007757,-10700,None,None,None,2590,ENSG00000180425.7,lv2_permissive,nonCoding,coding_mRNA,__na,NA,5,0.685,0.67,0.515,0.4,0.79,1.765,2.3,3.825,5.225,0.54,0.855,1.615,2.94,4.22,4.78,1.85,1,1.09,0.85,0.69,0.54,0,0,5.31,4.505,4.045,1.705,0.545,0.87,1.16,0.255,0.095,0.05,0.105,0.045,0.045,0.045,0.1,0.23,0.05,0.185,0.05
chr11,118469798,118479149,9352,-,FALSE,TRUE,ENSG00000019144,PHLDB1,TRUE,ENSG00000019144,PHLDB1,FALSE,None,None,FALSE,None,None,Anti007764,790,Convergent,None,None,76,CATG00000007149.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_0060108_brain_glioma[5.00E-11],-0.333333333,2,4.53,4.605,4.61,4.92,5.29,4.895,4.94,4.795,5.33,4.38,5.045,5.535,4.82,4.505,9.42,8.965,6.81,5.91,5.26,5.32,5.42,9.75,10.735,9.79,10.765,10.715,9.235,6.41,3.41,2.89,2.82,1.04,2.22,2.515,1.92,2.165,2.18,3.14,2.05,1.7,2.575,2.315
chr11,121986924,122078578,91655,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007772,-410980,None,NONHSAT160839.1,None,214,ENSG00000255090.1,lv4_stringent,nonCoding,lncRNA_intergenic,GWAS_DOID_10652_Alzheimer_s_disease[2.60E-06],NA,7,8.735,8.83,8.425,7.59,6.56,5.5,4.05,3.485,3.185,8.72,9.475,7.355,5.57,4.765,2.86,1.64,8.04,6.83,5.13,4.91,2.03,0,0,0,3.07,2.255,0.715,0.32,4.36,3.96,1.625,1.905,1.355,1.07,1.485,1.595,0.925,0.78,1.23,1.5,1.355,0.815
chr11,125455034,125462365,7332,-,FALSE,TRUE,ENSG00000134910,STT3A,TRUE,ENSG00000134910,STT3A,FALSE,None,None,TRUE,ENSG00000254671,STT3A-AS1,Anti007780,-324,Divergent,None,lnc-RP11-791J7.2.1-1,15,ENSG00000254671.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_0060041_autism_spectrum_disorder[9.00E-07],0.904761905,4,5.095,4.98,5.045,4.805,4.4,3.755,3.075,3.53,3.245,4.57,5.495,4.94,4.055,3.025,3.145,1.715,3.72,2.15,3.16,4.35,3.33,6.25,4.03,5.31,1.22,0,1.01,0.67,2.35,3.57,1.85,1.555,2.675,3.035,1.48,1.19,2.46,3.285,2.565,0.615,1.785,2.295
chr11,125491206,125495763,4558,-,FALSE,TRUE,ENSG00000149554,CHEK1,TRUE,ENSG00000149554,CHEK1,FALSE,None,None,FALSE,None,None,Anti007781,-105,Divergent,None,None,8,CATG00000007343.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.904761905,8,4.905,5.27,4.655,4.845,4.04,3.54,2.39,1.9,2.89,5.235,5.82,5.27,3.56,1.83,4.875,5.205,6.26,4.13,5.22,4.82,3.58,11.27,12.05,11.9,6.79,6.545,6.215,4.455,4.99,4.51,0.81,2.04,2.415,0.905,1.165,2.405,2.37,2.14,3.13,2.995,2.045,0.875
chr11,125648715,125723994,75280,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007782,20782,None,NONHSAT160869.1,None,725,CATG00000007354.1,lv3_robust,nonCoding,lncRNA_intergenic,__na,NA,10,2.635,2.625,2.25,2.81,3.075,3.31,3.58,4.47,4.92,1.835,2.47,2.38,3.385,3.985,0.93,1.2,2.82,1.81,1.73,2.18,1.63,0,0,0,0,0.09,0,0.2,0,1.64,0,0,0,0,0,0,0,0.1,0.09,0,0,0
chr11,126204589,126225440,20852,-,FALSE,TRUE,ENSG00000110080,ST3GAL4,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007786,-94,Divergent,NONHSAT160878.1,lnc-RP11-712L6.5.1-2,10,CATG00000007372.1,lv4_stringent,nonCoding,coding_mRNA,GWAS_DOID_1240_leukemia[4.65E-06],0.904761905,7,6.185,6.19,6.175,5.535,4.2,3.61,3.2,2.91,2.94,4.59,5.17,3.895,2.625,2.48,6.075,5.72,6.42,4.06,2.82,5.09,5.02,9.14,10.07,9.18,6.04,5.275,4.775,4.13,5.12,4.64,4.955,4.31,4.56,4.02,5.015,5.2,4.925,4.21,5.685,4.72,5.425,4.755
chr11,127811550,127811699,150,-,FALSE,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000254612,RP11-676M6.1,FALSE,None,None,Anti007788,-238622,None,None,None,109,ENSG00000254612.2,lv4_stringent,coding,pseudogene,__na,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23,0,7.61,5.91,0,0,0,0,0,3.045,0,0,6.09,0,0,0,0,0,0,0,0,0,0,0,0,0
chr11,129935022,129939460,4439,-,FALSE,TRUE,ENSG00000084234,APLP2,TRUE,ENSG00000267981,AP003041.2,FALSE,None,None,FALSE,None,None,Anti007793,-271,Divergent,None,None,101,CATG00000007480.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.30952381,6,0.845,1.465,2.855,4.765,3.675,3.18,2.415,1.56,1.905,0,1.34,3.47,1.295,1.77,0.87,3.74,3.47,1.94,2.43,3.17,2.72,8.93,9.995,9.18,0,0,0.905,0,0,0,0,0.84,2.065,0.915,0,0,1.2,0,0,0,1.695,1.27
chr11,129958276,129960489,2214,-,FALSE,FALSE,None,None,TRUE,ENSG00000084234,APLP2,FALSE,None,None,FALSE,None,None,Anti007794,8385,Convergent,None,None,20926,CATG00000007480.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.109108945,1,0,1.255,0,0,0,0,0,0,1.15,0,0,0,0,0,2.995,2.8,4.01,4.57,2.43,3.17,3.09,5.27,2.79,5.31,0,0,3.03,0,3.33,0,1.2,1.22,1.225,2.02,2.77,3.275,1.205,3.265,1.215,1.66,1.665,2.545
chr11,131758093,131781417,23325,-,FALSE,TRUE,ENSG00000182667,NTM,TRUE,ENSG00000182667,NTM,FALSE,None,None,TRUE,ENSG00000238117,AP004372.1,Anti007799,54,Convergent,None,None,386,ENSG00000238117.1,lv4_stringent,nonCoding,lncRNA_antisense,__na,0.976190476,7,6.32,6.49,5.56,4.655,3.535,2.04,1.435,0.23,1.17,5.39,5.505,3.53,1.815,0.9,1.825,2.195,3.75,2.55,2.48,4.64,3.41,5.27,2.79,0,3.755,3.285,2.335,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr12,679666,684984,5319,+,FALSE,FALSE,None,None,TRUE,ENSG00000171840,NINJ2,FALSE,None,None,FALSE,None,None,Anti007803,39917,Internal,NONHSAT161710.1,None,4529,CATG00000007609.1,lv1_raw,nonCoding,NA,NA,-0.24743583,7,5.02,4.295,4.39,4.905,3.83,2.57,1.445,0.685,2.12,4.195,5.175,3.96,2.605,2.75,0.78,1.81,4.31,0,1.5,2.11,0,13.62,13.93,13.99,0,0,0.815,0.82,3.62,4,2.2,1.12,2.235,0,2.025,2.65,0,0,3.26,0.76,2.485,1.405
chr12,1899911,1929432,29522,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007807,5203,Convergent,None,None,1219,ENSG00000006831.9,lv2_permissive,nonCoding,coding_mRNA,GWAS_DOID_0060056_hypersensitivity_reaction_disease[3.00E-06],NA,6,2.015,2.43,2.87,3.495,3.83,4.105,4.005,4.59,5.11,1.7,3.44,3.815,4.04,4,0.63,2.635,2.65,2.39,4.3,2.81,1.82,0,0,0,1.47,1.015,0.46,0.235,0.42,1.43,0.895,1.875,1.805,1.275,1.34,1.54,1.695,2.255,2.275,1.005,1.555,1.395
chr12,6677835,6680952,3118,+,FALSE,TRUE,ENSG00000111641,NOP2,TRUE,ENSG00000111641,NOP2,FALSE,None,None,FALSE,None,None,Anti007815,21,Convergent,None,None,286,CATG00000007820.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.69047619,4,5.61,5.06,5.085,5.425,4.475,4.53,3.64,4.925,4.035,4.39,5.75,6.455,5.955,6.805,8.415,8.58,5.77,3.71,5.01,4.88,4.79,10.75,11.53,10.94,9.235,9.255,8.675,7.105,4.56,4.33,4.11,3.775,3.32,2.635,3.62,3,3.55,3.25,4.755,3.33,3.59,2.825
chr12,6798905,6808544,9640,+,FALSE,TRUE,ENSG00000126746,ZNF384,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007816,-166,Divergent,None,None,8,CATG00000007828.1,lv4_stringent,nonCoding,uncertain_coding,__na,0.428571429,1,5.605,5.68,5.4,5.11,4.565,4.82,4.355,4.935,5.395,3.93,5.385,4.79,3.99,3.77,3.61,2.9,5.73,3.67,4.47,5.58,3.8,0,0,0,5.08,4.55,4.46,2.885,2.86,3.04,3.015,2.615,1.815,1.435,3.245,3.505,2.94,1.77,3.51,2.325,1.615,2.415
chr12,7261182,7282293,21112,+,FALSE,TRUE,ENSG00000139178,C1RL,TRUE,ENSG00000139178,C1RL,FALSE,None,None,TRUE,ENSG00000205885,C1RL-AS1,Anti007828,14,Convergent,NONHSAT026231.2,lnc-CLSTN3-1,6,ENSG00000139182.9,lv4_stringent,coding,coding_mRNA,__na,0.904761905,8,7.78,7.825,7.85,7.69,6.98,6.35,5.54,5.49,5.77,5.895,7.18,6.175,5.41,5.04,7.19,6.33,9.79,9.14,7.77,7.89,6.74,12.26,13.305,12.78,5.195,5.94,3.295,1.76,6.59,6.6,6.275,6.855,7.06,5.99,6.785,7.15,7.005,5.86,6.6,6.495,6.62,5.885
chr12,10765965,10902832,136868,+,FALSE,TRUE,ENSG00000111196,MAGOHB,TRUE,ENSG00000111196,MAGOHB,FALSE,None,None,FALSE,None,None,Anti007838,206,Convergent,None,None,319,CATG00000007967.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,-0.761904762,5,1.03,0.85,1.125,0.91,1.21,1.985,2.215,4.1,5.24,1.02,1.595,1.98,3.195,4.73,7.41,6.45,1.48,1.13,0.71,1.32,1.3,14.65,16.385,15.54,6.235,6.5,6.495,5.66,1.46,1.46,0.54,0.81,0.8,0.735,0.58,0.805,0.42,0.6,1.29,0.895,0.65,0.95
chr12,11323791,11323962,172,+,FALSE,TRUE,ENSG00000212127:ENSG00000111215:ENSG00000256712,TAS2R14:PRR4:RP11-785H5.2,TRUE,ENSG00000111215:ENSG00000212127:ENSG00000256712,PRR4:TAS2R14:RP11-785H5.2,TRUE,ENSG00000256537,RP11-785H5.1,FALSE,None,None,Anti007839,267,Convergent,NONHSAT026925.2,lnc-PRH2-4,2,ENSG00000256537.1,lv4_stringent,coding,pseudogene,GWAS_DOID_0050155_sensory_system_disease[2.00E-19],NA,8,3.465,3.425,2.925,6.58,2.915,2.86,0,0,0,0,7.895,7.865,3.805,2.995,3.025,3.385,12.88,12.76,13.15,13.97,13.27,13.36,14.45,13.84,9.31,9.01,9.005,7.835,5.89,6.87,0,0,2.935,0,2.865,0,2.91,0,4.885,2.94,2.935,2.99
chr12,14955757,14956505,749,+,FALSE,TRUE,ENSG00000084463,WBP11,TRUE,ENSG00000084463,WBP11,TRUE,ENSG00000182993,C12orf60,FALSE,None,None,Anti007852,652,Convergent,None,None,57,ENSG00000182993.3,lv3_robust,nonCoding,coding_mRNA,GWAS_HP_0000855_Insulin_resistance[8.00E-07],-0.850314646,5,2.425,3.86,2.375,1.88,2.64,4.675,4.96,5.075,6.42,2.01,4.825,4.795,6.795,6.175,7.695,8.4,5.92,0,5.72,6.75,5.5,11.75,12.29,12.23,5.035,2.405,2.76,0,4.8,4.79,4.255,0,2.675,0,4.465,1.875,1.89,0,2.73,3.83,2.395,1.965
chr12,16814627,16846733,32107,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007856,-51098,None,None,None,14564,CATG00000008164.1,lv1_raw,nonCoding,NA,NA,NA,9,2.64,3.2,2.87,3.515,4.085,5.065,5.19,6.285,6.9,2.895,3.27,4.46,5.705,6.34,1.09,0.185,0.43,0,0.93,0.35,0,0,0,0,0.76,0.675,0.38,0.43,0,0.39,0,0,0,0,0.355,0.185,0,0.21,0.19,0,0,0
chr12,25538559,25563875,25317,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti007864,23819,None,None,None,85,CATG00000008376.1,lv4_stringent,nonCoding,lncRNA_intergenic,__na,NA,10,2.32,2.37,2.665,2.34,1.855,2.09,2.17,3.965,5.655,0.93,2.5,3.4,3.225,5.03,0.61,0.225,0.53,0,0,1.26,1.21,12.75,13.515,13.13,0,0.24,0.455,0,0.84,2.05,0,0,0,0.265,0,0,0,0,0,0,0,0
chr12,31882021,31886256,4236,+,FALSE,TRUE,ENSG00000151743,AMN1,TRUE,ENSG00000151743,AMN1,FALSE,None,None,FALSE,None,None,Anti007881,12,Convergent,None,None,177,CATG00000008523.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_655_inherited_metabolic_disorder[2.38E-14],0.904761905,4,4.39,4.93,5.07,4.505,4.24,3.095,2.66,2.59,3.13,4.92,5.36,4.34,2.235,2.205,5.86,4.44,6.54,3.31,6.99,7.36,5.59,6.25,7.565,7.86,1.24,2.14,0,0,4.76,4.98,3.87,4.375,0.87,1.59,3.63,4.365,2.325,0.92,3.935,3.52,3.01,1.295
chr12,46121520,46123447,1928,+,FALSE,TRUE,ENSG00000273015,LINC00938,TRUE,ENSG00000273015,LINC00938,FALSE,None,None,FALSE,None,None,Anti007894,37,Convergent,None,None,189,CATG00000008719.1,lv3_robust,nonCoding,lncRNA_intergenic,__na,0.383240404,10,3.355,3.085,4.495,4.895,4.375,4.2,4.475,5.005,5.57,1.395,3.745,2.895,4.57,4.455,2.725,4.15,6.01,3.81,6.44,5.4,4.19,12.12,13.405,12.64,1.295,1.32,1.825,1.385,2.63,2.62,1.28,0,1.75,0,1.25,1.275,0,2.73,2.55,3.33,1.315,1.805
chr12,46661917,46672776,10860,+,FALSE,TRUE,ENSG00000111371,SLC38A1,TRUE,ENSG00000111371,SLC38A1,FALSE,None,None,FALSE,None,None,Anti007896,-432,Divergent,None,None,456,CATG00000008741.1,lv3_robust,coding,uncertain_coding,__na,0.802409595,8,4.99,4.46,4.21,4.055,3.415,2.59,2.305,3.33,3.33,4.025,4.605,4.705,3.92,3.33,6.95,5.445,5.04,0,2.19,3.97,4.16,12.75,13.475,13.23,4.95,4.64,3.41,2.2,4.89,4.58,4.37,4.215,2.755,2.135,4.39,3.705,2.79,2.56,3.965,3.54,3.42,2.97
